file_name,deployment,split,family,genus,species
A000001_R.avi.11182.png-16940-1.png,A000001,train,Balistidae,Balistoides,Balistoides viridescens
A000001_L.avi.12063.png-16941-1.png,A000001,train,Acanthuridae,Naso,Naso vlamingii
A000001_R.avi.11858.png-16938-1.png,A000001,train,Acanthuridae,Naso,Naso vlamingii
A000001_L.avi.12898.png-16939-1.png,A000001,train,Carangidae,Caranx,Caranx melampygus
A000001_R.avi.12693.png-16936-1.png,A000001,train,Carangidae,Caranx,Caranx melampygus
A000001_L.avi.12920.png-16937-1.png,A000001,train,Carangidae,Caranx,Caranx melampygus
A000001_R.avi.12715.png-16934-1.png,A000001,train,Carangidae,Caranx,Caranx melampygus
A000001_L.avi.17418.png-16935-1.png,A000001,train,Kyphosidae,Kyphosus,Kyphosus cinerascens
A000001_R.avi.17213.png-16933-1.png,A000001,train,Kyphosidae,Kyphosus,Kyphosus cinerascens
A000001_L.avi.17460.png-16932-1.png,A000001,train,Kyphosidae,Kyphosus,Kyphosus cinerascens
A000001_R.avi.17255.png-16931-1.png,A000001,train,Kyphosidae,Kyphosus,Kyphosus cinerascens
A000001_L.avi.20095.png-16930-1.png,A000001,train,Serranidae,Variola,Variola albimarginata
A000001_R.avi.19890.png-16929-1.png,A000001,train,Serranidae,Variola,Variola albimarginata
A000001_L.avi.20121.png-16928-1.png,A000001,train,Acanthuridae,Naso,Naso hexacanthus
A000001_R.avi.19916.png-16927-1.png,A000001,train,Acanthuridae,Naso,Naso hexacanthus
A000001_L.avi.20181.png-16926-1.png,A000001,train,Acanthuridae,Naso,Naso hexacanthus
A000001_R.avi.19976.png-16924-1.png,A000001,train,Acanthuridae,Naso,Naso hexacanthus
A000001_L.avi.20220.png-16925-1.png,A000001,train,Serranidae,Variola,Variola albimarginata
A000001_R.avi.20015.png-16922-1.png,A000001,train,Serranidae,Variola,Variola albimarginata
A000001_L.avi.20261.png-16923-1.png,A000001,train,Acanthuridae,Naso,Naso hexacanthus
A000001_R.avi.20056.png-16920-1.png,A000001,train,Acanthuridae,Naso,Naso hexacanthus
A000001_L.avi.24977.png-16921-1.png,A000001,train,Lutjanidae,Macolor,Macolor macularis
A000001_R.avi.24772.png-16919-1.png,A000001,train,Lutjanidae,Macolor,Macolor macularis
A000001_L.avi.25075.png-16918-1.png,A000001,train,Lutjanidae,Macolor,Macolor macularis
A000001_R.avi.24870.png-16917-1.png,A000001,train,Lutjanidae,Macolor,Macolor macularis
A000001_L.avi.25095.png-16916-1.png,A000001,train,Lutjanidae,Macolor,Macolor macularis
A000001_R.avi.24890.png-16915-1.png,A000001,train,Lutjanidae,Macolor,Macolor macularis
A000001_L.avi.26409.png-16914-1.png,A000001,train,Serranidae,Aethaloperca,Aethaloperca rogaa
A000001_R.avi.26204.png-16912-1.png,A000001,train,Serranidae,Aethaloperca,Aethaloperca rogaa
A000001_L.avi.26470.png-16913-1.png,A000001,train,Serranidae,Aethaloperca,Aethaloperca rogaa
A000001_R.avi.26265.png-16911-1.png,A000001,train,Serranidae,Aethaloperca,Aethaloperca rogaa
A000001_L.avi.34946.png-16910-1.png,A000001,train,Caesionidae,Caesio,Caesio teres
A000001_R.avi.34741.png-16909-1.png,A000001,train,Caesionidae,Caesio,Caesio teres
A000001_L.avi.34946.png-16910-1.png,A000001,train,Caesionidae,Caesio,Caesio teres
A000001_R.avi.34741.png-16909-1.png,A000001,train,Caesionidae,Caesio,Caesio teres
A000001_L.avi.34946.png-16910-1.png,A000001,train,Caesionidae,Caesio,Caesio teres
A000001_R.avi.34741.png-16909-1.png,A000001,train,Caesionidae,Caesio,Caesio teres
A000001_L.avi.38770.png-16908-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38565.png-16907-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38799.png-16906-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38594.png-16905-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38841.png-16904-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38636.png-16902-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38871.png-16903-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38666.png-16900-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38899.png-16901-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38694.png-16899-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38942.png-16898-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38737.png-16897-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38942.png-16898-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38737.png-16897-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38951.png-16896-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38746.png-16895-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38983.png-16894-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38778.png-16892-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.38990.png-16893-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38785.png-16890-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.39011.png-16891-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38806.png-16888-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.39053.png-16889-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38848.png-16886-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.39064.png-16887-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38859.png-16885-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.39069.png-16884-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38864.png-16883-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.39079.png-16882-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_R.avi.38874.png-16881-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus bohar
A000001_L.avi.40644.png-16880-1.png,A000001,train,Labridae,Labroides,Labroides dimidiatus
A000001_R.avi.40439.png-16878-1.png,A000001,train,Labridae,Labroides,Labroides dimidiatus
A000001_L.avi.40652.png-16879-1.png,A000001,train,Labridae,Labroides,Labroides dimidiatus
A000001_R.avi.40447.png-16876-1.png,A000001,train,Labridae,Labroides,Labroides dimidiatus
A000001_L.avi.44219.png-16877-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus gibbus
A000001_R.avi.44014.png-16874-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus gibbus
A000001_L.avi.44226.png-16875-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus gibbus
A000001_R.avi.44021.png-16872-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus gibbus
A000001_L.avi.44292.png-16873-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus gibbus
A000001_R.avi.44087.png-16871-1.png,A000001,train,Lutjanidae,Lutjanus,Lutjanus gibbus
A000001_L.avi.45695.png-16870-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45490.png-16869-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45779.png-16868-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45574.png-16867-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45785.png-16866-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45580.png-16865-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45806.png-16864-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45601.png-16862-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45806.png-16864-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45601.png-16862-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45806.png-16864-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45601.png-16862-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45828.png-16863-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45623.png-16861-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45836.png-16860-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45631.png-16859-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45836.png-16860-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45631.png-16859-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.45836.png-16860-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_R.avi.45631.png-16859-1.png,A000001,train,Carangidae,Alepes,Alepes vari
A000001_L.avi.47592.png-16858-1.png,A000001,train,Scaridae,Chlorurus,Chlorurus microrhinos
A000001_R.avi.47387.png-16856-1.png,A000001,train,Scaridae,Chlorurus,Chlorurus microrhinos
A000001_L.avi.49910.png-16855-1.png,A000001,train,Pomacanthidae,Pomacanthus,Pomacanthus imperator
A000001_R.avi.49705.png-16852-1.png,A000001,train,Pomacanthidae,Pomacanthus,Pomacanthus imperator
A000001_L.avi.54320.png-16851-1.png,A000001,train,Serranidae,Variola,Variola louti
A000001_R.avi.54115.png-16849-1.png,A000001,train,Serranidae,Variola,Variola louti
A000001_L.avi.54906.png-16848-1.png,A000001,train,Labridae,Hologymnosus,Hologymnosus doliatus
A000001_R.avi.54701.png-16847-1.png,A000001,train,Labridae,Hologymnosus,Hologymnosus doliatus
A000001_L.avi.55895.png-16846-1.png,A000001,train,Labridae,Thalassoma,Thalassoma lunare
A000001_R.avi.55690.png-16845-1.png,A000001,train,Labridae,Thalassoma,Thalassoma lunare
A000001_L.avi.55940.png-16844-1.png,A000001,train,Labridae,Thalassoma,Thalassoma lunare
A000001_R.avi.55735.png-16843-1.png,A000001,train,Labridae,Thalassoma,Thalassoma lunare
A000001_L.avi.55962.png-16842-1.png,A000001,train,Labridae,Thalassoma,Thalassoma lunare
A000001_R.avi.55757.png-16840-1.png,A000001,train,Labridae,Thalassoma,Thalassoma lunare
A000001_L.avi.55986.png-16841-1.png,A000001,train,Labridae,Thalassoma,Thalassoma lunare
A000001_R.avi.55781.png-16838-1.png,A000001,train,Labridae,Thalassoma,Thalassoma lunare
A000001_L.avi.56423.png-16839-1.png,A000001,train,Serranidae,Cephalopholis,Cephalopholis urodeta
A000001_R.avi.56218.png-16836-1.png,A000001,train,Serranidae,Cephalopholis,Cephalopholis urodeta
A000001_L.avi.57604.png-16837-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57399.png-16834-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.57774.png-16835-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57569.png-16833-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.57799.png-16832-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57594.png-16831-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.57810.png-16830-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57605.png-16829-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.57821.png-16828-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57616.png-16826-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.57857.png-16827-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57652.png-16824-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.57874.png-16825-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57669.png-16822-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.57878.png-16823-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57673.png-16820-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.57901.png-16821-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57696.png-16819-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.58019.png-16818-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57814.png-16817-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.58127.png-16816-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_R.avi.57922.png-16815-1.png,A000001,train,Lethrinidae,Lethrinus,Lethrinus atkinsoni
A000001_L.avi.59851.png-16814-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_R.avi.59646.png-16812-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_L.avi.59856.png-16813-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_R.avi.59651.png-16811-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_L.avi.59892.png-16810-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_R.avi.59687.png-16809-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_L.avi.59892.png-16810-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_R.avi.59687.png-16809-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_L.avi.59894.png-16808-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_R.avi.59689.png-16807-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_L.avi.59898.png-16806-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_R.avi.59693.png-16804-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_L.avi.59905.png-16805-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_R.avi.59700.png-16802-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_L.avi.59919.png-16803-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_R.avi.59714.png-16800-1.png,A000001,train,Labridae,Thalassoma,Thalassoma amblycephalum
A000001_L.avi.60131.png-16801-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus temminckii
A000001_R.avi.59926.png-16799-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus temminckii
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60145.png-16798-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59940.png-16796-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60155.png-16797-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus temminckii
A000001_R.avi.59950.png-16794-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus temminckii
A000001_L.avi.60166.png-16795-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus temminckii
A000001_R.avi.59961.png-16793-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus temminckii
A000001_L.avi.60178.png-16792-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59973.png-16791-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60178.png-16792-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59973.png-16791-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60178.png-16792-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59973.png-16791-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60178.png-16792-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_R.avi.59973.png-16791-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
A000001_L.avi.60178.png-16792-1.png,A000001,train,Labridae,Cirrhilabrus,Cirrhilabrus exquisitus
